SNP	Assembly	Annotation_Chromosome	Annotation_Position	Allele_string	Most_severe_consequence	Gene_symbol	Gene_ID	Transcript_ID	Consequence	Impact	Biotype	Exon	Protein_position	Amino_acids
rs12464787					missense_variant	TTN-AS1		ENST00000592600	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs12464787					missense_variant	TTN-AS1		ENST00000592630	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs12464787					missense_variant	TTN-AS1		ENST00000592689	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs12464787					missense_variant	TTN-AS1		ENST00000592750	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs12464787					missense_variant	RP11-171I2.2		ENST00000603521	upstream_gene_variant	MODIFIER	antisense			
rs12464787					missense_variant	RP11-171I2.5		ENST00000604215	upstream_gene_variant	MODIFIER	antisense			
rs12467798					intergenic_variant				intergenic_variant					
rs10198943					intron_variant	DNAH7		ENST00000312428	intron_variant	MODIFIER	protein_coding			
rs10198943					intron_variant	DNAH7		ENST00000493844	upstream_gene_variant	MODIFIER	retained_intron			
rs1991371					intron_variant	BMPR2		ENST00000374574	intron_variant	MODIFIER	protein_coding			
rs1991371					intron_variant	BMPR2		ENST00000374580	intron_variant	MODIFIER	protein_coding			
rs4482463					downstream_gene_variant	AC016903.2		ENST00000456384	downstream_gene_variant	MODIFIER	lincRNA			
rs11692908					intron_variant	PLEKHM3		ENST00000389247	intron_variant	MODIFIER	protein_coding			
rs11692908					intron_variant	PLEKHM3		ENST00000427836	intron_variant	MODIFIER	protein_coding			
rs11692908					intron_variant	PLEKHM3		ENST00000457206	intron_variant	MODIFIER	protein_coding			
rs75179644					intron_variant	AC079610.1		ENST00000415387	intron_variant,non_coding_transcript_variant	MODIFIER	sense_overlapping			
rs75179644					intron_variant	AC093381.2		ENST00000453965	downstream_gene_variant	MODIFIER	lincRNA			
rs16849467					intron_variant	AC079610.1		ENST00000415387	intron_variant,non_coding_transcript_variant	MODIFIER	sense_overlapping			
rs2288176					intron_variant	TNS1		ENST00000171887	intron_variant	MODIFIER	protein_coding			
rs2288176					intron_variant	TNS1		ENST00000413280	intron_variant	MODIFIER	protein_coding			
rs2288176					intron_variant	TNS1		ENST00000419504	intron_variant	MODIFIER	protein_coding			
rs2288176					intron_variant	TNS1		ENST00000423413	intron_variant	MODIFIER	protein_coding			
rs2288176					intron_variant	TNS1		ENST00000430930	intron_variant	MODIFIER	protein_coding			
rs2288176					intron_variant	TNS1		ENST00000446903	intron_variant	MODIFIER	protein_coding			
rs2288176					intron_variant	TNS1		ENST00000449814	intron_variant	MODIFIER	protein_coding			
rs76480788					intron_variant	TNS1		ENST00000446903	intron_variant	MODIFIER	protein_coding			
rs10193189					intron_variant	PNKD		ENST00000258362	upstream_gene_variant	MODIFIER	protein_coding			
rs10193189					intron_variant	PNKD		ENST00000273077	intron_variant	MODIFIER	protein_coding			
rs10193189					intron_variant	AC021016.8		ENST00000411433	downstream_gene_variant	MODIFIER	antisense			
rs10193189					intron_variant	PNKD		ENST00000472650	downstream_gene_variant	MODIFIER	processed_transcript			
rs10193189					intron_variant	PNKD		ENST00000494954	downstream_gene_variant	MODIFIER	processed_transcript			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000233944	upstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000392098	upstream_gene_variant	MODIFIER	protein_coding			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000430489	upstream_gene_variant	MODIFIER	protein_coding			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000439262	upstream_gene_variant	MODIFIER	protein_coding			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000470307	upstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000490971	upstream_gene_variant	MODIFIER	retained_intron			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000529249	upstream_gene_variant	MODIFIER	protein_coding			
rs78058190					upstream_gene_variant	PRKAG3		ENST00000545803	upstream_gene_variant	MODIFIER	protein_coding			
rs12613239					intergenic_variant				intergenic_variant					
rs2203452					intergenic_variant				intergenic_variant					
rs10933138					intergenic_variant				intergenic_variant					
rs13022070					intron_variant	SPHKAP		ENST00000344657	intron_variant	MODIFIER	protein_coding			
rs13022070					intron_variant	SPHKAP		ENST00000392056	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000373563	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000373566	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000409196	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000409451	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000409480	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000409547	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000423659	downstream_gene_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000440945	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000452341	intron_variant	MODIFIER	protein_coding			
rs2305141					intron_variant	GIGYF2		ENST00000474312	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs2305141					intron_variant	GIGYF2		ENST00000482952	downstream_gene_variant	MODIFIER	retained_intron			
rs72976321					intron_variant	ATG16L1		ENST00000347464	intron_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000373525	intron_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000392017	intron_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000392018	intron_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000392020	intron_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000392021	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs72976321					intron_variant	ATG16L1		ENST00000417017	downstream_gene_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000419681	intron_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000444735	downstream_gene_variant	MODIFIER	protein_coding			
rs72976321					intron_variant	ATG16L1		ENST00000464645	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs72976321					intron_variant	ATG16L1		ENST00000472242	upstream_gene_variant	MODIFIER	retained_intron			
rs72976321					intron_variant	ATG16L1		ENST00000474148	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs72976321					intron_variant	ATG16L1		ENST00000479942	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs72976321					intron_variant	ATG16L1		ENST00000492298	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs72976321					intron_variant	ATG16L1		ENST00000498620	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs72976321					intron_variant	SCARNA5		ENST00000516201	downstream_gene_variant	MODIFIER	snoRNA			
rs117809958					intron_variant	ATG16L1		ENST00000347464	intron_variant	MODIFIER	protein_coding			
rs117809958					intron_variant	ATG16L1		ENST00000373525	intron_variant	MODIFIER	protein_coding			
rs117809958					intron_variant	ATG16L1		ENST00000392017	intron_variant	MODIFIER	protein_coding			
rs117809958					intron_variant	ATG16L1		ENST00000392018	intron_variant	MODIFIER	protein_coding			
rs117809958					intron_variant	ATG16L1		ENST00000392020	intron_variant	MODIFIER	protein_coding			
rs117809958					intron_variant	ATG16L1		ENST00000392021	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs117809958					intron_variant	ATG16L1		ENST00000419681	downstream_gene_variant	MODIFIER	protein_coding			
rs117809958					intron_variant	ATG16L1		ENST00000464645	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs117809958					intron_variant	ATG16L1		ENST00000472242	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs117809958					intron_variant	ATG16L1		ENST00000474148	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs117809958					intron_variant	ATG16L1		ENST00000479942	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs117809958					intron_variant	ATG16L1		ENST00000492298	downstream_gene_variant	MODIFIER	retained_intron			
rs117809958					intron_variant	ATG16L1		ENST00000498620	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs6706384					intron_variant	DGKD		ENST00000264057	intron_variant	MODIFIER	protein_coding			
rs6706384					intron_variant	DGKD		ENST00000409813	intron_variant	MODIFIER	protein_coding			
rs6706384					intron_variant	DGKD		ENST00000427930	intron_variant	MODIFIER	protein_coding			
rs6706384					intron_variant	DGKD		ENST00000447484	intron_variant	MODIFIER	protein_coding			
rs12999257					intergenic_variant				intergenic_variant					
rs2279440					3_prime_UTR_variant	SETD5		ENST00000302463	downstream_gene_variant	MODIFIER	protein_coding			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000399686	intron_variant	MODIFIER	protein_coding			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000402198	3_prime_UTR_variant	MODIFIER	protein_coding			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000402466	3_prime_UTR_variant	MODIFIER	protein_coding			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000406341	3_prime_UTR_variant	MODIFIER	protein_coding			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000407969	3_prime_UTR_variant	MODIFIER	protein_coding			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000413704	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000421188	downstream_gene_variant	MODIFIER	protein_coding			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000459941	downstream_gene_variant	MODIFIER	retained_intron			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000466242	downstream_gene_variant	MODIFIER	retained_intron			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000466826	downstream_gene_variant	MODIFIER	retained_intron			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000479538	downstream_gene_variant	MODIFIER	processed_transcript			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000486465	downstream_gene_variant	MODIFIER	retained_intron			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000492939	downstream_gene_variant	MODIFIER	retained_intron			
rs2279440					3_prime_UTR_variant	SETD5		ENST00000493918	downstream_gene_variant	MODIFIER	retained_intron			
rs308958					intron_variant	SYN2		ENST00000424884	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs308958					intron_variant	SYN2		ENST00000426379	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs308958					intron_variant	SYN2		ENST00000432424	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs308958					intron_variant	SYN2		ENST00000439861	upstream_gene_variant	MODIFIER	retained_intron			
rs17036160					intron_variant	PPARG		ENST00000309576	intron_variant	MODIFIER	protein_coding			
rs17036160					intron_variant	PPARG		ENST00000397010	intron_variant	MODIFIER	protein_coding			
rs17036160					intron_variant	PPARG		ENST00000397012	upstream_gene_variant	MODIFIER	protein_coding			
rs17036160					intron_variant	PPARG		ENST00000397015	intron_variant	MODIFIER	protein_coding			
rs17036160					intron_variant	PPARG		ENST00000397026	upstream_gene_variant	MODIFIER	protein_coding			
rs17036160					intron_variant	PPARG		ENST00000397029	intron_variant	MODIFIER	protein_coding			
rs17036160					intron_variant	PPARG		ENST00000455517	upstream_gene_variant	MODIFIER	protein_coding			
rs17036160					intron_variant	PPARG		ENST00000497594	upstream_gene_variant	MODIFIER	retained_intron			
rs709156					intron_variant	PPARG		ENST00000287820	intron_variant	MODIFIER	protein_coding			
rs709156					intron_variant	PPARG		ENST00000309576	intron_variant	MODIFIER	protein_coding			
rs709156					intron_variant	PPARG		ENST00000396999	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs709156					intron_variant	PPARG		ENST00000397000	intron_variant	MODIFIER	protein_coding			
rs709156					intron_variant	PPARG		ENST00000397010	intron_variant	MODIFIER	protein_coding			
rs709156					intron_variant	PPARG		ENST00000397012	intron_variant	MODIFIER	protein_coding			
rs709156					intron_variant	PPARG		ENST00000397015	intron_variant	MODIFIER	protein_coding			
rs709156					intron_variant	PPARG		ENST00000397023	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs709156					intron_variant	PPARG		ENST00000397026	intron_variant	MODIFIER	protein_coding			
rs709156					intron_variant	PPARG		ENST00000539812	intron_variant	MODIFIER	protein_coding			
rs58691354					intergenic_variant				intergenic_variant					
rs7650482					intron_variant	CAND2		ENST00000295989	intron_variant	MODIFIER	protein_coding			
rs7650482					intron_variant	CAND2		ENST00000446928	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs7650482					intron_variant	CAND2		ENST00000456430	intron_variant	MODIFIER	protein_coding			
rs9818385					intron_variant	NUP210		ENST00000254508	intron_variant	MODIFIER	protein_coding			
rs9818385					intron_variant	NUP210		ENST00000420141	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs924753					downstream_gene_variant	ANKRD28		ENST00000383777	downstream_gene_variant	MODIFIER	protein_coding			
rs924753					downstream_gene_variant	ANKRD28		ENST00000399451	downstream_gene_variant	MODIFIER	protein_coding			
rs924753					downstream_gene_variant	ANKRD28		ENST00000412318	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs9878064					intron_variant	AC144521.1		ENST00000425799	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs138043981					intergenic_variant				intergenic_variant					
rs13094957					intron_variant	UBE2E2		ENST00000335798	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs13094957					intron_variant	UBE2E2		ENST00000396703	intron_variant	MODIFIER	protein_coding			
rs13094957					intron_variant	UBE2E2		ENST00000425792	intron_variant	MODIFIER	protein_coding			
rs13094957					intron_variant	UBE2E2		ENST00000452894	intron_variant	MODIFIER	protein_coding			
rs59738871					intron_variant	UBE2E2		ENST00000335798	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs59738871					intron_variant	UBE2E2		ENST00000396703	intron_variant	MODIFIER	protein_coding			
rs59738871					intron_variant	UBE2E2		ENST00000425792	intron_variant	MODIFIER	protein_coding			
rs59738871					intron_variant	UBE2E2		ENST00000452894	intron_variant	MODIFIER	protein_coding			
rs76435632					3_prime_UTR_variant	UBE2E2		ENST00000335798	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs76435632					3_prime_UTR_variant	UBE2E2		ENST00000396703	3_prime_UTR_variant	MODIFIER	protein_coding			
rs76435632					3_prime_UTR_variant	UBE2E2		ENST00000425792	downstream_gene_variant	MODIFIER	protein_coding			
rs36052996					intron_variant	AC133680.1		ENST00000455576	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6808550					intron_variant	AC133680.1		ENST00000455576	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6766511					intergenic_variant				intergenic_variant					
rs4789					3_prime_UTR_variant	TRANK1		ENST00000301807	3_prime_UTR_variant	MODIFIER	protein_coding			
rs4789					3_prime_UTR_variant	TRANK1		ENST00000428977	3_prime_UTR_variant	MODIFIER	protein_coding			
rs4789					3_prime_UTR_variant	TRANK1		ENST00000429976	3_prime_UTR_variant	MODIFIER	protein_coding			
rs935112					upstream_gene_variant	CCK		ENST00000396169	upstream_gene_variant	MODIFIER	protein_coding			
rs6809096					intergenic_variant				intergenic_variant					
rs11926707					intron_variant	PTH1R		ENST00000313049	intron_variant	MODIFIER	protein_coding			
rs11926707					intron_variant	PTH1R		ENST00000418619	intron_variant	MODIFIER	protein_coding			
rs11926707					intron_variant	PTH1R		ENST00000427125	intron_variant	MODIFIER	protein_coding			
rs11926707					intron_variant	PTH1R		ENST00000428220	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs11926707					intron_variant	PTH1R		ENST00000430002	intron_variant	MODIFIER	protein_coding			
rs11926707					intron_variant	MYL3		ENST00000431168	upstream_gene_variant	MODIFIER	protein_coding			
rs11926707					intron_variant	PTH1R		ENST00000449590	intron_variant	MODIFIER	protein_coding			
rs11926707					intron_variant	AC109583.1		ENST00000593391	downstream_gene_variant	MODIFIER	protein_coding			
rs2624847					intron_variant	RP11-493K19.3		ENST00000425674	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs2624847					intron_variant	RP11-493K19.3		ENST00000437204	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs11707129					intron_variant	POC1A		ENST00000296484	intron_variant	MODIFIER	protein_coding			
rs11707129					intron_variant	POC1A		ENST00000394970	intron_variant	MODIFIER	protein_coding			
rs11707129					intron_variant	POC1A		ENST00000474012	intron_variant	MODIFIER	protein_coding			
rs2581787					intron_variant	RFT1		ENST00000296292	intron_variant	MODIFIER	protein_coding			
rs2581787					intron_variant	RFT1		ENST00000394738	intron_variant	MODIFIER	protein_coding			
rs76263492					intron_variant	CACNA2D3		ENST00000288197	intron_variant	MODIFIER	protein_coding			
rs76263492					intron_variant	CACNA2D3		ENST00000415676	intron_variant	MODIFIER	protein_coding			
rs76263492					intron_variant	CACNA2D3		ENST00000468658	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs76263492					intron_variant	CACNA2D3		ENST00000471363	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs76263492					intron_variant	CACNA2D3		ENST00000474759	intron_variant	MODIFIER	protein_coding			
rs76263492					intron_variant	CACNA2D3		ENST00000477024	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs76263492					intron_variant	CACNA2D3		ENST00000490478	intron_variant	MODIFIER	protein_coding			
rs9815266					intron_variant	SLMAP		ENST00000295951	intron_variant	MODIFIER	protein_coding			
rs9815266					intron_variant	SLMAP		ENST00000295952	intron_variant	MODIFIER	protein_coding			
rs9815266					intron_variant	SLMAP		ENST00000383718	intron_variant	MODIFIER	protein_coding			
rs9815266					intron_variant	SLMAP		ENST00000416870	intron_variant	MODIFIER	protein_coding			
rs9815266					intron_variant	SLMAP		ENST00000428312	intron_variant	MODIFIER	protein_coding			
rs9815266					intron_variant	SLMAP		ENST00000449503	intron_variant	MODIFIER	protein_coding			
rs9815266					intron_variant	SLMAP		ENST00000467901	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs62259319					upstream_gene_variant	RPP14		ENST00000295959	upstream_gene_variant	MODIFIER	protein_coding			
rs62259319					upstream_gene_variant	RPP14		ENST00000445193	upstream_gene_variant	MODIFIER	protein_coding			
rs62259319					upstream_gene_variant	RPP14		ENST00000461393	upstream_gene_variant	MODIFIER	processed_transcript			
rs62259319					upstream_gene_variant	RPP14		ENST00000461797	upstream_gene_variant	MODIFIER	processed_transcript			
rs62259319					upstream_gene_variant	RPP14		ENST00000466547	upstream_gene_variant	MODIFIER	protein_coding			
rs62259319					upstream_gene_variant	RPP14		ENST00000474660	upstream_gene_variant	MODIFIER	processed_transcript			
rs62259319					upstream_gene_variant	RPP14		ENST00000475412	upstream_gene_variant	MODIFIER	processed_transcript			
rs62259319					upstream_gene_variant	RPP14		ENST00000476007	upstream_gene_variant	MODIFIER	processed_transcript			
rs62259319					upstream_gene_variant	RPP14		ENST00000477305	upstream_gene_variant	MODIFIER	processed_transcript			
rs62259319					upstream_gene_variant	RPP14		ENST00000481972	upstream_gene_variant	MODIFIER	processed_transcript			
rs62259319					upstream_gene_variant	RPP14		ENST00000498618	upstream_gene_variant	MODIFIER	processed_transcript			
rs832186					intron_variant	C3orf49		ENST00000295896	intron_variant	MODIFIER	protein_coding			
rs832186					intron_variant	THOC7		ENST00000295899	intron_variant	MODIFIER	protein_coding			
rs832186					intron_variant	THOC7		ENST00000464327	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs832186					intron_variant	THOC7		ENST00000469584	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs832186					intron_variant	THOC7		ENST00000473141	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs832186					intron_variant	THOC7		ENST00000498422	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2292662					intron_variant	ATXN7		ENST00000295900	intron_variant	MODIFIER	protein_coding			
rs2292662					intron_variant	ATXN7		ENST00000398590	intron_variant	MODIFIER	protein_coding			
rs2292662					intron_variant	ATXN7		ENST00000474112	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs2292662					intron_variant	ATXN7		ENST00000474513	intron_variant	MODIFIER	protein_coding			
rs2292662					intron_variant	ATXN7		ENST00000487717	upstream_gene_variant	MODIFIER	protein_coding			
rs2292662					intron_variant	ATXN7		ENST00000538065	upstream_gene_variant	MODIFIER	protein_coding			
rs4132228					intron_variant	ADAMTS9-AS2		ENST00000460833	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs4132228					intron_variant	ADAMTS9-AS2		ENST00000474768	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs4132228					intron_variant	ADAMTS9-AS2		ENST00000481312	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs4132228					intron_variant	ADAMTS9-AS2		ENST00000485174	intron_variant,non_coding_transcript_variant	MODIFIER	antisense			
rs7648830					intergenic_variant				intergenic_variant					
rs149800825					intergenic_variant				intergenic_variant					
rs844215					intergenic_variant				intergenic_variant					
rs9880763					intergenic_variant				intergenic_variant					
rs13085136					intron_variant	SHQ1		ENST00000325599	intron_variant	MODIFIER	protein_coding			
rs13085136					intron_variant	SHQ1		ENST00000444040	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs13085136					intron_variant	SHQ1		ENST00000463369	intron_variant	MODIFIER	protein_coding			
rs13085136					intron_variant	SHQ1		ENST00000468347	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs13085136					intron_variant	SHQ1		ENST00000475558	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs2272163					intron_variant	ROBO2		ENST00000332191	intron_variant	MODIFIER	protein_coding			
rs2272163					intron_variant	ROBO2		ENST00000461745	intron_variant	MODIFIER	protein_coding			
rs2272163					intron_variant	ROBO2		ENST00000469233	downstream_gene_variant	MODIFIER	processed_transcript			
rs2272163					intron_variant	ROBO2		ENST00000473767	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs2272163					intron_variant	ROBO2		ENST00000475334	intron_variant	MODIFIER	protein_coding			
rs2272163					intron_variant	ROBO2		ENST00000487694	intron_variant	MODIFIER	protein_coding			
rs2272163					intron_variant	ROBO2		ENST00000490991	downstream_gene_variant	MODIFIER	protein_coding			
rs62257270					intergenic_variant				intergenic_variant					
rs11716527					intergenic_variant				intergenic_variant					
rs580585					intergenic_variant				intergenic_variant					
rs775230					intron_variant	BOC		ENST00000273395	intron_variant	MODIFIER	protein_coding			
rs775230					intron_variant	BOC		ENST00000355385	intron_variant	MODIFIER	protein_coding			
rs775230					intron_variant	WDR52		ENST00000393845	downstream_gene_variant	MODIFIER	protein_coding			
rs775230					intron_variant	BOC		ENST00000463971	downstream_gene_variant	MODIFIER	retained_intron			
rs775230					intron_variant	BOC		ENST00000466059	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs775230					intron_variant	BOC		ENST00000473008	upstream_gene_variant	MODIFIER	protein_coding			
rs775230					intron_variant	BOC		ENST00000479182	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs775230					intron_variant	BOC		ENST00000488486	upstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs775230					intron_variant	WDR52		ENST00000489244	downstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs775230					intron_variant	BOC		ENST00000495514	intron_variant	MODIFIER	protein_coding			
rs775230					intron_variant	BOC		ENST00000497495	downstream_gene_variant	MODIFIER	processed_transcript			
rs9822860					intergenic_variant				intergenic_variant					
rs7635128					intron_variant	CASR		ENST00000490131	intron_variant	MODIFIER	protein_coding			
rs7635128					intron_variant	CASR		ENST00000498619	intron_variant	MODIFIER	protein_coding			
rs7635128					intron_variant	SNORD112		ENST00000516361	downstream_gene_variant	MODIFIER	snoRNA			
rs1393202					intergenic_variant				intergenic_variant					
rs4482616					splice_donor_region_variant	ADCY5		ENST00000309879	splice_donor_region_variant,intron_variant	LOW	protein_coding			
rs4482616					splice_donor_region_variant	ADCY5		ENST00000462833	splice_donor_region_variant,intron_variant	LOW	protein_coding			
rs4482616					splice_donor_region_variant	ADCY5		ENST00000466617	downstream_gene_variant	MODIFIER	protein_coding			
rs4482616					splice_donor_region_variant	ADCY5		ENST00000468683	downstream_gene_variant	MODIFIER	retained_intron			
rs4482616					splice_donor_region_variant	ADCY5		ENST00000474577	splice_donor_region_variant,intron_variant,non_coding_transcript_variant	LOW	retained_intron			
rs4482616					splice_donor_region_variant	ADCY5		ENST00000491190	splice_donor_region_variant,intron_variant	LOW	protein_coding			
rs11708067					intron_variant	ADCY5		ENST00000309879	intron_variant	MODIFIER	protein_coding			
rs11708067					intron_variant	ADCY5		ENST00000462833	intron_variant	MODIFIER	protein_coding			
rs11708067					intron_variant	ADCY5		ENST00000466617	intron_variant	MODIFIER	protein_coding			
rs11708067					intron_variant	ADCY5		ENST00000476455	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs11708067					intron_variant	ADCY5		ENST00000483566	intron_variant	MODIFIER	protein_coding			
rs11708067					intron_variant	ADCY5		ENST00000491190	intron_variant	MODIFIER	protein_coding			
rs73856630					intergenic_variant				intergenic_variant					
rs9873519					intron_variant	SLC12A8		ENST00000314584	intron_variant	MODIFIER	protein_coding			
rs9873519					intron_variant	SLC12A8		ENST00000393469	intron_variant	MODIFIER	protein_coding			
rs9873519					intron_variant	SLC12A8		ENST00000423114	intron_variant	MODIFIER	protein_coding			
rs9873519					intron_variant	SLC12A8		ENST00000469902	intron_variant	MODIFIER	protein_coding			
rs9873519					intron_variant	SLC12A8		ENST00000481760	downstream_gene_variant	MODIFIER	processed_transcript			
rs13086821					intron_variant	ZNF148		ENST00000360647	intron_variant	MODIFIER	protein_coding			
rs13086821					intron_variant	ZNF148		ENST00000465763	upstream_gene_variant	MODIFIER	protein_coding			
rs13086821					intron_variant	ZNF148		ENST00000468369	intron_variant	MODIFIER	protein_coding			
rs13086821					intron_variant	ZNF148		ENST00000471196	intron_variant	MODIFIER	protein_coding			
rs13086821					intron_variant	ZNF148		ENST00000484491	intron_variant	MODIFIER	protein_coding			
rs13086821					intron_variant	ZNF148		ENST00000485866	intron_variant	MODIFIER	protein_coding			
rs13086821					intron_variant	ZNF148		ENST00000492394	intron_variant	MODIFIER	protein_coding			
rs13086821					intron_variant	ZNF148		ENST00000544464	intron_variant	MODIFIER	protein_coding			
rs6762578					intron_variant	COPG1		ENST00000314797	intron_variant	MODIFIER	protein_coding			
rs6762578					intron_variant	COPG1		ENST00000509889	intron_variant	MODIFIER	protein_coding			
rs6762578					intron_variant	COPG1		ENST00000512034	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs6762578					intron_variant	COPG1		ENST00000514478	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs6762578					intron_variant	COPG1		ENST00000515725	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs78252470					intron_variant	PLXND1		ENST00000324093	intron_variant	MODIFIER	protein_coding			
rs78252470					intron_variant	PLXND1		ENST00000393239	intron_variant	MODIFIER	protein_coding			
