SNP	Most_severe_consequence	Gene_symbol	Gene_ID	Transcript_ID	Consequence	Impact	Biotype	Exon	Protein_position	Amino_acids
rs459571	intron_variant	BRD3		ENST00000357885	intron_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000371834	intron_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000371834	intron_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000371842	downstream_gene_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000371842	downstream_gene_variant	MODIFIER	protein_coding			
rs459571	intron_variant	BRD3		ENST00000494743	downstream_gene_variant	MODIFIER	retained_intron			
rs459571	intron_variant	BRD3		ENST00000494743	downstream_gene_variant	MODIFIER	retained_intron			
rs4599845	intron_variant	TRPS1		ENST00000220888	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000220888	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000220888	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000395715	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000395715	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000395715	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000519076	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000519076	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000519076	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000519674	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000519674	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000519674	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000520276	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000520276	intron_variant	MODIFIER	protein_coding			
rs4599845	intron_variant	TRPS1		ENST00000520276	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000380924	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000380934	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000380953	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000380959	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000397575	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000397579	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000397581	intron_variant	MODIFIER	protein_coding			
rs4740559	intron_variant	NFIB		ENST00000543693	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000178640	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000178640	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000178640	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000340972	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000340972	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000340972	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000354498	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000354498	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000354498	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000395476	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000395476	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000395476	intron_variant	MODIFIER	protein_coding			
rs4776970	intron_variant	MAP2K5		ENST00000558274	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4776970	intron_variant	MAP2K5		ENST00000558274	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4776970	intron_variant	MAP2K5		ENST00000558274	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4776970	intron_variant	MAP2K5		ENST00000558392	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4776970	intron_variant	MAP2K5		ENST00000558392	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4776970	intron_variant	MAP2K5		ENST00000558392	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs4777857	intron_variant	RP11-266O8.1		ENST00000543286	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000543286	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000543286	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000553478	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000553478	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000553478	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000554105	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000554105	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000554105	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000554466	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000554466	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000554466	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000556519	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000556519	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4777857	intron_variant	RP11-266O8.1		ENST00000556519	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs4783837	intergenic_variant				intergenic_variant					
rs4871304	intron_variant	ZHX2		ENST00000314393	intron_variant	MODIFIER	protein_coding			
rs4876702	intron_variant	SLC30A8		ENST00000427715	intron_variant	MODIFIER	protein_coding			
rs4876702	intron_variant	SLC30A8		ENST00000521035	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs4876702	intron_variant	SLC30A8		ENST00000521243	intron_variant	MODIFIER	protein_coding			
rs4876702	intron_variant	SLC30A8		ENST00000524274	intron_variant	MODIFIER	protein_coding			
rs4924455	synonymous_variant	C15orf52		ENST00000382688	upstream_gene_variant	MODIFIER	retained_intron			
rs4924455	synonymous_variant	C15orf52		ENST00000382688	upstream_gene_variant	MODIFIER	retained_intron			
rs4924455	synonymous_variant	C15orf52		ENST00000397536	upstream_gene_variant	MODIFIER	protein_coding			
rs4924455	synonymous_variant	C15orf52		ENST00000397536	upstream_gene_variant	MODIFIER	protein_coding			
rs4924455	synonymous_variant	C15orf52		ENST00000557973	upstream_gene_variant	MODIFIER	processed_transcript			
rs4924455	synonymous_variant	C15orf52		ENST00000557973	upstream_gene_variant	MODIFIER	processed_transcript			
rs4924455	synonymous_variant	C15orf52		ENST00000558858	upstream_gene_variant	MODIFIER	protein_coding			
rs4924455	synonymous_variant	C15orf52		ENST00000558858	upstream_gene_variant	MODIFIER	protein_coding			
rs4924455	synonymous_variant	C15orf52		ENST00000558912	upstream_gene_variant	MODIFIER	retained_intron			
rs4924455	synonymous_variant	C15orf52		ENST00000558912	upstream_gene_variant	MODIFIER	retained_intron			
rs4924455	synonymous_variant	C15orf52		ENST00000559313	synonymous_variant	LOW	protein_coding		5.0	A
rs4924455	synonymous_variant	C15orf52		ENST00000559313	synonymous_variant	LOW	protein_coding		5.0	A
rs4924455	synonymous_variant	C15orf52		ENST00000560922	upstream_gene_variant	MODIFIER	protein_coding			
rs4924455	synonymous_variant	C15orf52		ENST00000560922	upstream_gene_variant	MODIFIER	protein_coding			
rs4978775	intron_variant	EPB41L4B		ENST00000374566	intron_variant	MODIFIER	protein_coding			
rs4978775	intron_variant	EPB41L4B		ENST00000374566	intron_variant	MODIFIER	protein_coding			
rs4984797	non_coding_transcript_exon_variant	TPSP2		ENST00000561760	non_coding_transcript_exon_variant	MODIFIER	unprocessed_pseudogene			
rs4984797	non_coding_transcript_exon_variant	TPSP2		ENST00000561760	non_coding_transcript_exon_variant	MODIFIER	unprocessed_pseudogene			
rs4988483	missense_variant	SSTR5		ENST00000293897	missense_variant	MODERATE	protein_coding		48.0	L/M
rs4988483	missense_variant	SSTR5		ENST00000397547	missense_variant	MODERATE	protein_coding		48.0	L/M
rs4988483	missense_variant	SSTR5		ENST00000562758	missense_variant	MODERATE	protein_coding		48.0	L/M
rs4988483	missense_variant	SSTR5-AS1		ENST00000566499	upstream_gene_variant	MODIFIER	lincRNA			
rs4988483	missense_variant	SSTR5-AS1		ENST00000569832	upstream_gene_variant	MODIFIER	lincRNA			
rs505922	intron_variant	ABO		ENST00000319878	intron_variant	MODIFIER	protein_coding			
rs505922	intron_variant	ABO		ENST00000453660	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs505922	intron_variant	ABO		ENST00000538324	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs55857387	intron_variant	ITFG3		ENST00000301678	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000301678	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000301679	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000301679	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000399932	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000399932	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000417499	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000417499	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000419173	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000419173	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000420046	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000420046	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000420500	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000420500	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000421000	upstream_gene_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000421000	upstream_gene_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000426695	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000426695	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000438220	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000438220	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000442458	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000442458	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000447499	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000447499	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000449945	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000449945	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000450082	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000450082	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000453430	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000453430	intron_variant	MODIFIER	protein_coding			
rs55857387	intron_variant	ITFG3		ENST00000496874	upstream_gene_variant	MODIFIER	retained_intron			
rs55857387	intron_variant	ITFG3		ENST00000496874	upstream_gene_variant	MODIFIER	retained_intron			
rs55970476	intron_variant	SMAD6		ENST00000288840	intron_variant	MODIFIER	protein_coding			
rs55970476	intron_variant	SMAD6		ENST00000338426	intron_variant	MODIFIER	protein_coding			
rs55970476	intron_variant	SMAD6		ENST00000557916	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs55970476	intron_variant	SMAD6		ENST00000559931	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs56104880	upstream_gene_variant	GLIS2		ENST00000262366	upstream_gene_variant	MODIFIER	protein_coding			
rs56104880	upstream_gene_variant	GLIS2		ENST00000262366	upstream_gene_variant	MODIFIER	protein_coding			
rs59050225	intron_variant	JMJD1C		ENST00000327520	intron_variant	MODIFIER	protein_coding			
rs59050225	intron_variant	JMJD1C		ENST00000399251	intron_variant	MODIFIER	protein_coding			
rs59050225	intron_variant	JMJD1C		ENST00000399262	intron_variant	MODIFIER	protein_coding			
rs59050225	intron_variant	JMJD1C		ENST00000402544	intron_variant	MODIFIER	protein_coding			
rs59050225	intron_variant	JMJD1C		ENST00000483298	downstream_gene_variant	MODIFIER	processed_transcript			
rs59050225	intron_variant	JMJD1C		ENST00000490669	downstream_gene_variant	MODIFIER	processed_transcript			
rs59050225	intron_variant	JMJD1C		ENST00000497922	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs59050225	intron_variant	JMJD1C		ENST00000542921	intron_variant	MODIFIER	protein_coding			
rs59427698	intron_variant	LMX1B		ENST00000355497	intron_variant	MODIFIER	protein_coding			
rs59427698	intron_variant	LMX1B		ENST00000373474	intron_variant	MODIFIER	protein_coding			
rs59427698	intron_variant	LMX1B		ENST00000425646	intron_variant	MODIFIER	protein_coding			
rs59427698	intron_variant	LMX1B		ENST00000526117	intron_variant	MODIFIER	protein_coding			
rs59427698	intron_variant	LMX1B		ENST00000561065	intron_variant	MODIFIER	protein_coding			
rs61385262	intron_variant	MEG3		ENST00000556407	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs61992671	mature_miRNA_variant	MIR412		ENST00000362142	mature_miRNA_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MIR377		ENST00000362145	downstream_gene_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MIR369		ENST00000362155	upstream_gene_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MIR410		ENST00000362222	upstream_gene_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MIR409		ENST00000362237	downstream_gene_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MIR656		ENST00000385224	upstream_gene_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MIR496		ENST00000385226	downstream_gene_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MIR541		ENST00000401360	downstream_gene_variant	MODIFIER	miRNA			
rs61992671	mature_miRNA_variant	MEG9		ENST00000429368	upstream_gene_variant	MODIFIER	lincRNA			
rs61992671	mature_miRNA_variant	MEG9		ENST00000554016	upstream_gene_variant	MODIFIER	lincRNA			
rs61993073	intron_variant	NRXN3		ENST00000281127	intron_variant	MODIFIER	protein_coding			
rs61993073	intron_variant	NRXN3		ENST00000335750	intron_variant	MODIFIER	protein_coding			
rs61993073	intron_variant	NRXN3		ENST00000428277	intron_variant	MODIFIER	protein_coding			
rs61993073	intron_variant	NRXN3		ENST00000553803	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs61993073	intron_variant	NRXN3		ENST00000554719	intron_variant	MODIFIER	protein_coding			
rs61993073	intron_variant	NRXN3		ENST00000554738	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs61993073	intron_variant	NRXN3		ENST00000555073	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs61993073	intron_variant	NRXN3		ENST00000555387	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs61993073	intron_variant	NRXN3		ENST00000556003	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs61993073	intron_variant	NRXN3		ENST00000557594	intron_variant	MODIFIER	protein_coding			
rs62008456	intron_variant	PEAK1		ENST00000558305	intron_variant	MODIFIER	protein_coding			
rs62008456	intron_variant	PEAK1		ENST00000560626	intron_variant	MODIFIER	protein_coding			
rs62008456	intron_variant	PEAK1		ENST00000564328	intron_variant	MODIFIER	protein_coding			
rs62008456	intron_variant	PEAK1		ENST00000567337	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs62008456	intron_variant	PEAK1		ENST00000567808	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs62008456	intron_variant	PEAK1		ENST00000569159	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs62008456	intron_variant	PEAK1		ENST00000569819	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs62015803	intergenic_variant				intergenic_variant					
rs62024481	intron_variant	IGF1R		ENST00000268035	intron_variant	MODIFIER	protein_coding			
rs62024481	intron_variant	IGF1R		ENST00000268035	intron_variant	MODIFIER	protein_coding			
rs62024481	intron_variant	IGF1R		ENST00000268035	intron_variant	MODIFIER	protein_coding			
rs62024481	intron_variant	IGF1R		ENST00000558762	intron_variant	MODIFIER	protein_coding			
rs62024481	intron_variant	IGF1R		ENST00000558762	intron_variant	MODIFIER	protein_coding			
rs62024481	intron_variant	IGF1R		ENST00000558762	intron_variant	MODIFIER	protein_coding			
rs62024481	intron_variant	IGF1R		ENST00000559925	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs62024481	intron_variant	IGF1R		ENST00000559925	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs62024481	intron_variant	IGF1R		ENST00000559925	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs62033416	intron_variant	FTO		ENST00000394647	intron_variant	MODIFIER	protein_coding			
rs62033416	intron_variant	FTO		ENST00000394647	intron_variant	MODIFIER	protein_coding			
rs62033416	intron_variant	FTO		ENST00000464071	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs62033416	intron_variant	FTO		ENST00000464071	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs62033416	intron_variant	FTO		ENST00000471389	intron_variant	MODIFIER	protein_coding			
rs62033416	intron_variant	FTO		ENST00000471389	intron_variant	MODIFIER	protein_coding			
rs62033416	intron_variant	FTO		ENST00000570395	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs62033416	intron_variant	FTO		ENST00000570395	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs62048489	intergenic_variant				intergenic_variant					
rs6470361	intron_variant	RP11-136O12.2		ENST00000522815	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6470361	intron_variant	RP11-136O12.2		ENST00000522815	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6470361	intron_variant	RP11-136O12.2		ENST00000522815	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6475477	intron_variant	FOCAD		ENST00000338382	intron_variant	MODIFIER	protein_coding			
rs6475477	intron_variant	FOCAD		ENST00000338382	intron_variant	MODIFIER	protein_coding			
rs6475477	intron_variant	FOCAD		ENST00000380249	intron_variant	MODIFIER	protein_coding			
rs6475477	intron_variant	FOCAD		ENST00000380249	intron_variant	MODIFIER	protein_coding			
rs6475477	intron_variant	FOCAD		ENST00000603492	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs6475477	intron_variant	FOCAD		ENST00000603492	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs6475477	intron_variant	FOCAD		ENST00000603648	upstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs6475477	intron_variant	FOCAD		ENST00000603648	upstream_gene_variant	MODIFIER	nonsense_mediated_decay			
rs6475477	intron_variant	FOCAD		ENST00000605086	upstream_gene_variant	MODIFIER	protein_coding			
rs6475477	intron_variant	FOCAD		ENST00000605086	upstream_gene_variant	MODIFIER	protein_coding			
rs6476613	intron_variant	RP11-220I1.1		ENST00000429493	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6476613	intron_variant	RP11-220I1.1		ENST00000430809	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6476613	intron_variant	RP11-220I1.5		ENST00000569583	upstream_gene_variant	MODIFIER	lincRNA			
rs6476613	intron_variant	RP11-220I1.1		ENST00000588314	upstream_gene_variant	MODIFIER	lincRNA			
rs6476613	intron_variant	RP11-220I1.1		ENST00000588403	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6476613	intron_variant	RP11-220I1.1		ENST00000588557	downstream_gene_variant	MODIFIER	lincRNA			
rs6476613	intron_variant	RP11-220I1.1		ENST00000592157	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs6476613	intron_variant	RP11-220I1.1		ENST00000593237	intron_variant,non_coding_transcript_variant	MODIFIER	lincRNA			
rs67269808	intergenic_variant				intergenic_variant					
rs700059	intron_variant	RABGAP1		ENST00000373643	intron_variant	MODIFIER	protein_coding			
rs700059	intron_variant	RABGAP1		ENST00000373647	intron_variant	MODIFIER	protein_coding			
rs700059	intron_variant	RP11-123N4.4		ENST00000422282	downstream_gene_variant	MODIFIER	processed_pseudogene			
rs700059	intron_variant	RABGAP1		ENST00000456584	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs700059	intron_variant	RABGAP1		ENST00000475607	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs700059	intron_variant	RABGAP1		ENST00000493854	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs7015203	intron_variant	ZNF251		ENST00000292562	intron_variant	MODIFIER	protein_coding			
rs7015203	intron_variant	ZNF251		ENST00000524394	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs7015203	intron_variant	ZNF251		ENST00000525191	downstream_gene_variant	MODIFIER	protein_coding			
rs7015203	intron_variant	ZNF251		ENST00000530353	downstream_gene_variant	MODIFIER	retained_intron			
rs7022365	intergenic_variant				intergenic_variant					
rs7030607	intron_variant	ASTN2		ENST00000288520	intron_variant	MODIFIER	protein_coding			
rs7030607	intron_variant	ASTN2		ENST00000313400	intron_variant	MODIFIER	protein_coding			
rs7030607	intron_variant	ASTN2		ENST00000341734	intron_variant	MODIFIER	protein_coding			
rs7030607	intron_variant	ASTN2		ENST00000361209	intron_variant	MODIFIER	protein_coding			
rs7030607	intron_variant	ASTN2		ENST00000361477	intron_variant	MODIFIER	protein_coding			
rs7030607	intron_variant	ASTN2		ENST00000373986	intron_variant	MODIFIER	protein_coding			
rs7030607	intron_variant	ASTN2		ENST00000373996	intron_variant	MODIFIER	protein_coding			
rs7145337	regulatory_region_variant				regulatory_region_variant					
rs7150718	intron_variant	SAMD15		ENST00000216471	intron_variant	MODIFIER	protein_coding			
rs7150718	intron_variant	SAMD15		ENST00000216471	intron_variant	MODIFIER	protein_coding			
rs7150718	intron_variant	SAMD15		ENST00000533095	intron_variant	MODIFIER	protein_coding			
rs7150718	intron_variant	SAMD15		ENST00000533095	intron_variant	MODIFIER	protein_coding			
rs7156625	intron_variant	NRXN3		ENST00000281127	intron_variant	MODIFIER	protein_coding			
rs7156625	intron_variant	NRXN3		ENST00000335750	intron_variant	MODIFIER	protein_coding			
rs7156625	intron_variant	NRXN3		ENST00000428277	intron_variant	MODIFIER	protein_coding			
rs7156625	intron_variant	NRXN3		ENST00000553803	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs7156625	intron_variant	NRXN3		ENST00000554719	intron_variant	MODIFIER	protein_coding			
rs7156625	intron_variant	NRXN3		ENST00000554738	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs7156625	intron_variant	NRXN3		ENST00000555073	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs7156625	intron_variant	NRXN3		ENST00000555387	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs7156625	intron_variant	NRXN3		ENST00000556003	intron_variant,non_coding_transcript_variant	MODIFIER	processed_transcript			
rs7156625	intron_variant	NRXN3		ENST00000557594	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000299338	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000299338	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000558579	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000558579	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000558594	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000558594	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000558615	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs7161744	intron_variant	FAM227B		ENST00000558615	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs7161744	intron_variant	FAM227B		ENST00000559905	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000559905	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000560246	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000560246	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000561064	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000561064	intron_variant	MODIFIER	protein_coding			
rs7161744	intron_variant	FAM227B		ENST00000561116	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs7161744	intron_variant	FAM227B		ENST00000561116	intron_variant,NMD_transcript_variant	MODIFIER	nonsense_mediated_decay			
rs7161744	intron_variant	FAM227B		ENST00000561319	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs7161744	intron_variant	FAM227B		ENST00000561319	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs7163757	regulatory_region_variant				regulatory_region_variant					
rs7167984	upstream_gene_variant	AC112693.1		ENST00000390774	upstream_gene_variant	MODIFIER	miRNA			
rs7167984	upstream_gene_variant	AC112693.1		ENST00000390774	upstream_gene_variant	MODIFIER	miRNA			
rs7167984	upstream_gene_variant	AC112693.1		ENST00000390774	upstream_gene_variant	MODIFIER	miRNA			
rs7172637	intron_variant	ZFAND6		ENST00000261749	intron_variant	MODIFIER	protein_coding			
rs7172637	intron_variant	ZFAND6		ENST00000261749	intron_variant	MODIFIER	protein_coding			
rs7172637	intron_variant	ZFAND6		ENST00000261749	intron_variant	MODIFIER	protein_coding			
rs7172637	intron_variant	ZFAND6		ENST00000557983	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
rs7172637	intron_variant	ZFAND6		ENST00000557983	intron_variant,non_coding_transcript_variant	MODIFIER	retained_intron			
